"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Mahomes","","766","0.178","0.306","0.302","53.9%","71.2","67.6","3.6","7.4"
"2","T.Tagovailoa","","457","0.148","0.256","0.242","49.9%","66.9","65.5","1.4","9.7"
"3","J.Garoppolo","","362","0.130","0.240","0.236","51.4%","67.9","68.6","-0.7","6.9"
"4","J.Allen","","741","0.136","0.231","0.220","53.0%","66.0","65.0","0.9","9.2"
"5","J.Hurts","","677","0.144","0.225","0.213","49.3%","70.3","67.6","2.7","8.3"
"6","B.Purdy","","206","0.112","0.196","0.196","49.5%","68.7","69.6","-0.9","6.6"
"7","J.Goff","","664","0.109","0.194","0.171","49.2%","68.0","69.3","-1.4","7.1"
"8","J.Burrow","","740","0.127","0.181","0.165","51.2%","70.2","67.4","2.7","6.9"
"9","S.Darnold","","181","0.134","0.169","0.158","48.6%","68.9","64.1","4.8","8.8"
"10","D.Prescott","","472","0.113","0.183","0.154","52.5%","67.3","67.2","0.1","8.3"
"11","T.Lawrence","","694","0.105","0.142","0.132","52.0%","68.9","67.4","1.4","7.4"
"12","J.Brissett","","464","0.105","0.121","0.115","48.3%","67.2","64.4","2.9","8.5"
"13","D.Jones","","656","0.101","0.119","0.113","49.8%","71.6","69.2","2.3","6.4"
"14","L.Jackson","","475","0.084","0.117","0.109","49.3%","65.7","66.3","-0.6","8.5"
"15","D.Carr","","575","0.068","0.109","0.092","43.1%","63.8","66.8","-3.0","9.3"
"16","G.Smith","","713","0.115","0.107","0.086","50.2%","72.3","66.6","5.7","7.8"
"17","T.Brady","","804","0.081","0.090","0.082","48.4%","69.4","68.7","0.7","6.9"
"18","M.Mariota","","416","0.072","0.084","0.073","49.5%","63.4","64.1","-0.6","10.5"
"19","R.Tannehill","","402","0.081","0.089","0.072","48.0%","66.9","66.1","0.7","7.7"
"20","J.Herbert","","798","0.082","0.083","0.063","47.1%","70.7","69.3","1.4","6.4"
"21","K.Cousins","","747","0.081","0.080","0.058","49.4%","69.2","68.0","1.3","7.6"
"22","M.Trubisky","","214","0.076","0.062","0.056","46.3%","66.1","64.5","1.6","9.7"
"23","A.Dalton","","436","0.072","0.066","0.042","50.0%","69.2","68.5","0.7","7.9"
"24","A.Rodgers","","624","0.068","0.059","0.039","46.6%","67.3","66.8","0.5","8.2"
"25","J.Fields","","550","0.045","0.040","0.032","45.3%","63.4","65.8","-2.5","8.9"
"26","K.Pickett","","497","0.061","0.033","0.028","45.9%","66.4","65.7","0.7","7.5"
"27","K.Murray","","493","0.051","0.032","0.026","44.4%","69.6","70.5","-0.8","7.0"
"28","C.Rush","","183","0.009","0.006","0.006","42.6%","59.9","66.7","-6.8","7.9"
"29","R.Wilson","","626","0.041","0.006","-0.005","40.9%","64.3","65.4","-1.1","8.8"
"30","M.White","","191","0.007","-0.012","-0.023","42.9%","60.9","67.1","-6.2","7.8"
"31","M.Jones","","528","0.036","-0.023","-0.031","41.3%","67.9","68.4","-0.4","8.1"
"32","T.Heinicke","","310","0.054","0.001","-0.035","45.2%","66.3","64.6","1.6","8.6"
"33","T.Huntley","","163","0.052","-0.039","-0.046","42.9%","70.1","66.9","3.2","7.5"
"34","M.Ryan","","541","0.037","-0.024","-0.053","44.7%","70.4","70.5","-0.1","6.2"
"35","D.Watson","","229","0.015","-0.042","-0.061","42.4%","63.6","66.9","-3.3","7.2"
"36","M.Stafford","","348","0.041","-0.011","-0.061","47.4%","69.6","69.7","-0.1","6.8"
"37","C.Wentz","","336","0.010","-0.054","-0.062","41.7%","63.7","67.4","-3.7","7.9"
"38","Z.Wilson","","296","-0.003","-0.073","-0.091","39.5%","59.7","65.3","-5.6","9.1"
"39","J.Flacco","","213","0.004","-0.084","-0.102","40.4%","60.4","64.5","-4.1","7.9"
"40","D.Mills","","564","0.007","-0.071","-0.105","38.8%","63.1","66.9","-3.8","7.7"
"41","B.Mayfield","","416","-0.014","-0.106","-0.123","36.8%","62.4","69.5","-7.0","6.8"
"42","C.McCoy","","167","0.023","-0.149","-0.150","39.5%","69.8","70.0","-0.3","6.3"
